 NF , LCD , NucleusArea , CellArea , percentProtrusion , protrusion_extent ,NucIntegratedH,logNucbyRing488 (Yap)
0.506757,17.4978,419,2953,8.26278,0.280851,105190.369,0.330707
1,55.5864,599,2846,0,0,213261.371,0.0362023
1,47.8011,556,2553,3.05523,0.0923913,174531.736,0.0603598
0.694051,26.7308,475,6314,13.1454,0.452459,217855.425,0.438658
1,40.6009,678,3362,6.54372,0.218884,245912.634,0.118245
1,31.0463,533,2457,0,0.0397727,118494.428,0.279383
1,48.4966,460,2360,2.88136,0.0918367,117899.38,0.0434395
0.165354,9.69368,529,4591,18.7541,0.533937,135088.085,0.186088
1,34.153,548,3218,0,0,213012.532,0.316904
1,31.0849,494,2817,0,0,95523.792,0.267983
1,17.9921,598,3144,0,0.192308,200134.454,0.463064
1,31.2989,494,2511,0,0.0473684,91837.564,0.337101
0.958848,30.6937,573,3390,5.13274,0.183036,197844.867,0.202746
0.342742,9.51022,428,4376,7.81536,0.515695,123009.34,0.347787
1,25.4323,593,2016,0,0.257732,179326.758,0.329006
0.727941,16.1525,448,4440,7.11712,0.362205,137793.6,0.441053
0.833333,23.7925,507,3810,0,0.0896226,187600.647,0.33916
0,4.21994,403,4250,18.6824,0.423358,109685.316,0.485512
0.0471014,3.48639,285,2984,20.4088,0.270142,96007.095,0.342104
0.0436893,6.75858,365,3095,16.6721,0.829412,119852.86,0.337834
0.205696,6.97934,340,3546,24.9859,0.517766,117385.34,0.430029
0,3.68067,378,3488,23.2511,0.505435,85661.982,0.451405
0.076087,6.21736,515,4693,23.3326,0.584071,231696.955,0.284028
0.0266667,6.6335,464,4821,25.2645,0.677778,203159.152,0.120914
0.722488,19.9641,386,2453,0,0,111970.108,0.275832
0.196721,10.1092,410,3358,18.6718,0.51087,103837.42,0.285812
0.274678,8.54409,379,1549,13.5571,0.157895,79449.012,0.187732
1,75.643,458,1738,0,0,67968.116,-0.0441378
0.375,15.3069,462,3847,23.2129,0.398104,103966.17,0.125195
0.58547,25.9134,536,3190,4.10658,0.246575,97831.792,0.293479
1,64.3915,481,1567,0,0,69519.892,0.00178878
0.288591,15.0966,398,3367,27.324,0.367021,119635.616,0.232002
1,44.0917,467,1719,0,0,67026.175,0.0772354
0.0803213,8.05218,385,3383,5.76411,0.266376,192156.965,0.347917
0.717277,33.9789,398,2559,5.04103,0.172222,65398.166,0.118636
0.519608,24.4499,471,2758,15.9536,0.37766,145428.315,0.186795
0.659686,20.5931,421,2386,2.84996,0.125683,119771.132,0.359728
0.637931,23.218,514,3069,5.14826,0.159204,67025.086,0.324982
0.952128,78.9889,313,1777,0,0,100543.738,0.0555894
1,32.9381,401,2307,2.38405,0.123529,78123.221,0.261272
1,56.8505,432,1631,0,0,103100.256,0.206959
0.972067,36.4033,286,2064,4.60271,0.165605,97376.136,0.171378
0.757143,27.571,393,2664,0,0.0343137,63062.352,0.276541
0.393082,13.5833,506,6520,35.8742,0.611354,188250.216,0.00595407
0.568807,8.77501,540,3427,21.9142,0.385787,138819.96,0.0431352
0.358255,18.2349,517,3991,13.7309,0.235808,129111.961,0.310596
0.710801,22.2916,492,4536,14.1975,0.368421,89177.46,0.325893
0.881818,37.2024,559,2639,7.95756,0.180328,154426.545,0.011091
0.966102,45.8085,603,2213,0,0.0862069,149525.307,0.0597736
0.653659,25.7599,486,2425,6.8866,0.186335,126275.922,0.123525
0.303965,17.9888,478,3874,21.3991,0.657303,157927.854,0.163578
1,39.984,494,1817,0,0.0533333,84692.842,0.19603
0.888563,25.3936,702,5698,8.52931,0.446735,197186.184,0.14501
0.733766,24.0442,425,4419,1.69722,0.216783,149996.525,0.37691
0.621053,32.3939,477,2790,8.1362,0.251397,201055.977,0.0836957
0.554307,19.6812,473,4029,7.86796,0.339286,150802.806,0.421155
0.954545,37.8788,418,3107,8.11072,0.21134,70751.098,0.112897
0.952991,22.0897,465,3442,0,0.412844,107379.195,0.446727
0.945,28.5063,563,2713,3.79654,0.148352,167024.647,0.137347
0.928571,43.4216,443,2917,3.94241,0.103627,196773.069,0.147538
0.939068,21.6591,826,5392,4.43249,0.18251,193296.39,0.111598
1,40.8163,505,1911,0,0.19774,109798.11,0.26481
0.890547,41.0341,406,2678,7.05751,0.156977,160479.62,0.179913
0.0341297,6.06134,517,3910,23.7084,0.385281,189534.785,0.177824
0.827465,21.9877,420,3719,4.97446,0.269663,193160.52,0.289464
1,52.0021,442,2062,3.15228,0.103659,88032.256,0.104809
0.623288,23.1965,265,1839,8.80914,0.257576,123755,0.0638224
0.967742,56.4334,392,2637,1.78233,0.0539216,63027.328,0.154162
0.657895,39.8406,393,1707,0,0.013245,79317.225,0.084201
0.306202,12.6727,335,3571,6.38477,0.291188,97165.745,0.191693
0.400844,21.3402,379,2584,18.9241,0.248705,76598.553,0.0623155
0.353293,15.0512,314,1761,15.389,0.330827,97342.826,0.290554
0.0616114,4.38577,354,2321,12.4946,0.461078,107981.328,0.241834
0.28,19.3611,320,3121,32.9061,0.52,62412.48,0.0732206
0.179012,12.7243,391,2350,15.3191,0.486301,111439.692,0.256969
0.455026,19.1828,360,2348,8.17717,0.226027,103643.28,0.278564
0.0742857,13.9899,307,2150,21.814,0.409722,108371.921,0.204646
0.569231,33.761,341,1892,13.0021,0.266234,106016.218,0.238054
0.675978,35.7015,265,1875,5.28,0.252874,81166.585,0.356147
0.377682,16.3292,177,2951,20.5015,0.547619,75641.481,0.210558
0.988636,41.6667,459,1807,0,0,69286.509,0.164903
0.648,15.3846,512,3874,10.3511,0.300429,147367.936,0.278264
0.372951,5.76701,441,3307,19.3226,0.446927,142735.824,0.435476
0.87037,47.3709,396,2113,7.38287,0.183007,100003.464,0.0418668
0.748322,31.0463,509,3841,20.2551,0.257778,153019.143,0.16001
0.03207,8.83002,487,3852,28.8941,0.575916,125393.247,0.141525
0,4.99675,327,2260,25.531,0.650407,113014.143,0.380966
0.557078,10.0939,456,2621,19.9542,0.345029,136895.304,0.228408
0.0684524,5.80349,526,4507,24.2068,0.764398,138631.508,0.260272
0.514019,17.5685,474,3214,15.9303,0.376471,131954.964,0.141173
0.180488,27.6778,302,2190,0,0.0994764,75243.602,0.225332
0.316327,22.6963,315,1894,18.2682,0.328571,75059.775,0.283857
0.276786,14.5433,422,3337,24.0036,0.549383,90212.628,0.172723
1,59.6303,314,1160,0,0,64570.96,-0.0803813
0.443243,17.7274,403,1765,2.88952,0.182353,269002.5,0.176138
0.73913,52.6316,377,2230,23.139,0.147541,68301.09,0.010137
0.237705,16.0643,199,1243,0,0,161199.154,0.0090866
1,74.7384,347,1442,0,0.0676692,68930.162,-0.130391
0.213992,25.0941,299,2398,19.9333,0.293785,103897.118,0.195141
0.494624,18.3453,311,2434,15.6122,0.44586,86534.195,0.185156
1,62.0347,398,1046,0,0,93273.688,-0.00123864
1,98.3284,369,1272,0,0,74117.709,-0.101318
0.909953,116.009,125,1872,0,0.00480769,56478.375,0.0726824
0.463855,40.3551,277,1830,12.3497,0.228571,92596.945,0.156941
0.52381,12.1625,417,3133,22.6939,0.333333,168622.29,0.0461712
1,114.416,276,772,0,0,71806.92,0.0639297
0.465409,33.9443,271,1881,11.1643,0.366197,92922.919,0.107714
0.261307,17.6336,289,2254,25.1996,0.43662,55526.437,0.308628
0.43,12.9467,346,2642,17.3354,0.403727,96742.638,0.138343
0.163366,23.6742,440,2827,17.722,0.525974,164993.4,0.143379
0.949438,36.324,391,1985,2.56927,0.10303,93692.202,0.290793
1,50.5561,518,2208,0,0,175809.2,0.193578
0.194915,17.0242,382,3347,22.7368,0.462766,84565.25,0.280119
0.118421,14.2898,378,2248,15.1246,0.369128,118696.914,0.126109
0.886463,41.3565,520,3223,3.59913,0.145631,172412.76,0.0388617
0.366242,14.0036,841,6115,24.072,0.577689,318315.136,-0.00850278
0.104545,13.7533,342,2391,7.48641,0.241758,65612.358,0.173005
0.372881,19.3798,420,2368,3.75845,0.242604,93562.56,0.217472
0.551181,27.571,519,2762,5.24982,0.135514,153777.624,-0.00834433
0.0352423,11.9005,410,3074,18.3149,0.494737,99336.44,0.264746
1,60.2047,343,928,0,0.0263158,78027.698,-0.112287
0.273649,12.6279,427,3940,25.7868,0.534759,177857.883,0.213815
1,77.2798,509,1980,0,0,147752.011,-0.108463
1,66.9792,388,689,0,0.0520833,72467.924,-0.0665656
1,55.3403,403,1612,0,0,118408.251,0.17788
0.547297,35.7654,327,1749,8.1761,0.267176,100918.086,0.173011
0.39233,13.3976,844,5877,23.3112,0.4,357104.84,-0.00647862
0.193038,13.8255,374,3306,20.7199,0.48538,71816.602,0.215263
0.669951,15.6838,516,2960,18.5473,0.356725,186015.42,-0.126872
1,51.1771,351,1495,6.4214,0.133803,73888.659,0.0546856
0.606987,20.4918,486,3207,14.6866,0.309645,161132.328,0.00720944
0.363636,18.8182,392,2711,13.4637,0.303571,96186.216,0.176418
1,56.4334,441,821,0,0,99678.348,0.075123
0.203846,17.8253,419,3737,32.7268,0.402299,108620.722,0.11979
0.766871,33.5683,400,1877,0,0,115242,0.0749213
1,64.433,457,1036,0,0,131862.323,-0.0611316
0.751592,41.58,385,1711,4.55874,0.191781,84951.405,0.182826
0.987654,48.7329,367,1495,0,0.0308642,78391.567,0.0537851
1,58.9971,459,1879,0,0,90563.454,0.0575999
0.810811,55.9597,468,2273,4.57545,0.137931,78293.592,0.013274
0.965854,32.9489,489,2986,0,0,156633.057,0.0976685
0.555024,14.2531,433,3060,5.35948,0.196721,58474.918,0.284626
0.926966,39.0472,449,1756,0,0.0411765,68047.297,0.178441
1,59.6303,423,1919,5.68004,0.147321,127965.537,-0.230735
0.630435,23.3155,447,2690,9.77695,0.313609,59467.986,0.159886
1,34.8432,503,2930,7.44027,0.154696,158175.895,0.0592166
0.971014,44.2087,406,2478,0,0,85702.54,0.132822
1,54.3478,560,1302,0,0,127794.24,0.0340658
1,39.6354,493,2738,0,0.019802,124213.322,0.139727
1,55.2792,425,2382,0,0.0239234,115193.275,0.0635102
1,47.1921,385,1896,0,0,107634.835,0.13207
0.742188,69.0131,247,1247,3.36808,0.162393,85800.884,0.0622427
1,69.8324,350,1403,0,0,77493.5,-0.000514215
1,72.5163,404,1387,0,0,90431.764,-0.00346106
1,77.5795,383,1280,0,0,74908.672,-0.00836567
0.945122,43.9367,399,2168,2.3524,0.0993789,145606.671,0.0942072
1,50.9424,438,2772,0,0,95145.426,0.0636918
0.628788,38.1388,175,1210,3.63636,0.382813,74668.475,0.186865
1,56.7859,472,2436,0,0,158849.712,0.0169783
0.983607,53.8793,311,1122,0,0,93362.822,0.148001
0.75188,49.5786,305,1394,5.88235,0.15748,47220.405,0.205543
1,47.4834,527,2020,2.0297,0.11236,164535.724,-0.0881376
0.983193,60.6428,427,2711,0,0,92113.721,0.00920237
1,78.4929,384,874,0,0,83760.384,0.0588779
0.958763,74.2942,404,1609,0,0.0104167,67322.964,0.0518474
0.95302,63.857,339,1786,0,0,97541.487,0.0435287
0.954839,91.4913,332,1244,0,0,48398.296,-0.0428373
0.909091,56.8828,398,1226,0,0,97802.928,0.0698564
1,118.203,289,891,0,0,80828.965,-0.0309703
1,54.6747,298,1457,0,0,97161.112,0.17301
1,66.8003,371,1362,0,0,100861.544,0.0193985
1,133.869,214,1225,0,0,74310.858,-0.0669972
1,46.49,520,1876,0,0.0813397,50291.072,0.126814
1,37.8501,374,1989,0,0,100217.788,0.189403
1,61.3497,372,491,0,0,70476.888,-0.0445853
1,52.9381,399,1532,0,0,90317.241,-0.0569477
1,68.3527,364,2255,0,0.0673575,78298.22,-0.10174
0.904255,65.703,418,842,0,0,79725.14,0.034416
1,96.9932,361,681,7.63583,0.169811,82748.42,-0.18339
1,69.979,507,1801,0,0,181963.821,-0.129265
1,33.1016,471,2894,2.00415,0.0611111,92895.801,0.143587
0.950355,63.3714,403,1272,0,0,63106.173,0.0494429
1,64.1437,517,1515,0,0,96045.158,0.0346706
0.717647,35.4484,421,1922,2.18522,0.1375,52740.354,0.102617
0.938202,68.2128,400,2254,9.00621,0.213873,65910.8,-0.0721667
1,76.3359,325,915,0,0,72791.55,-0.0847042
1,75.5858,382,1215,0,0,48282.89,0.0429444
1,68.8705,440,2376,0,0,102528.36,-0.131163
1,106.496,292,654,0,0,65092.348,-0.100668
1,100.705,358,524,0,0,93871.896,-0.12765
1,65.3595,461,1988,0,0,84221.012,-0.0508667
1,43.8596,476,2768,0,0,72238.712,0.104406
1,116.144,227,1369,0,0,64672.754,0.00638324
1,58.2072,499,1292,0,0,81519.634,-0.0085041
1,52.8821,369,1705,4.51613,0.10241,66166.128,0.13264
1,91.1577,386,1230,0,0,60522.484,0.0982552
1,69.2521,392,1105,0,0,68589.024,-0.0503027
1,127.714,225,481,0,0,60954.75,0.0303875
1,41.5455,483,1555,0,0,46881.3807,0.0436782
0.881356,91.1577,292,894,0,0,59554.568,-0.0805882
0.932039,36.8868,529,2945,7.40238,0.309392,154026.285,0.0240567
1,53.3903,441,1016,0,0,93009.987,0.172236
1,57.3066,541,2121,0,0.0837696,172182.447,-0.0544579
1,61.1621,543,1356,0,0,79502.802,0.06207
0.801932,39.2157,478,2333,2.9147,0.0698925,160276.746,0.0460962
1,36.4697,543,2360,8.22034,0.205405,137711.859,0.0633217
1,39.0168,521,2533,0,0,177879.82,0.0897315
1,41.4938,529,2840,0,0,151836.225,0.0682058
1,54.2594,494,2047,0,0,156322.348,-0.105658
1,42.9553,524,1729,0,0,137697.768,0.0251053
1,61.6523,454,1666,0,0,126606.072,0.0423824
1,64.9773,490,963,0,0,142313.64,-0.0690811
1,41.5973,650,3007,0,0,144981.2,-0.0129682
0.895105,67.981,428,1341,0,0,94561.892,0.126343
1,51.3875,419,1588,0,0,91719.519,0.0160207
1,50.6329,547,2291,0,0,133270.533,-0.0983027
1,62.461,495,1248,0,0,99671.22,-0.0818447
1,68.6813,460,1538,0,0,151626.58,-0.122354
0.956989,58.2072,552,2163,2.63523,0.0738636,126432.288,0.0514137
1,38.4615,764,3351,0,0,312889.324,-0.0799336
1,63.9795,463,1184,0,0,69133.771,-0.110276
1,80,479,1069,0,0,130797.177,-0.114541
1,88.6525,444,1247,0,0,140312.436,-0.0526819
0.947137,52.6593,511,2493,0,0.00904977,170128.763,-0.0136188
0.914414,49.2368,658,2674,1.86986,0.0628019,189657.314,-0.0915209
0.804348,57.1429,443,1487,0,0,132012.228,-0.00536434
1,60.5694,483,2192,0,0.0176211,118229.223,-0.13801
1,72.3066,386,1085,0,0,78372.668,-0.0137047
1,60.3865,473,1721,0,0.125828,139412.493,0.00848931
0.971074,25.3614,750,3450,0,0.0962343,160528.5,0.143275
1,60.7533,488,1519,0,0,118255.088,-0.0152727
1,55.2486,480,1557,0,0,190735.2,-0.0852722
1,61.3874,530,1570,0,0,168149.39,-0.0553849
1,60.4961,553,1220,0,0,176440.733,-0.116375
1,68.8705,449,1538,0,0,90081.074,-0.00876804
1,45.977,490,2455,0,0,165471.04,-0.0564883
1,40.3877,866,3264,0,0,238102.37,0.0131928
1,30.0571,906,3686,0,0,337527.582,-0.064164
1,51.5996,580,1767,0,0,163065.84,0.0287413
1,66.0066,423,1724,0,0,76689.054,-0.0307299
1,50.2513,462,1184,0,0,68943.798,0.0549308
1,52.1921,485,1582,0,0,71207.215,0.0741332
1,37.4251,299,1658,4.4029,0.438462,66509.56,0.083953
1,45.8505,526,2153,0,0,183617.658,0.019462
1,52.6593,456,1447,0,0,97291.248,0.082507
0.836449,35.0631,483,2735,15.649,0.369792,161412.321,0.0740919
1,46.9043,397,1098,0,0.0636364,89576.301,0.102008
1,27.9877,489,4174,9.17585,0.157729,61239.426,-0.0065705
1,65.6599,329,1524,6.03675,0.0719424,86212.476,0.0638997
1,49.5786,486,1634,0,0,103697.334,-0.0713429
1,85.6164,321,1124,0,0,82896.324,-0.0475924
0.923077,52.0291,354,2201,6.36075,0.144444,77568.48,0.0296314
1,65.5738,359,910,0,0.117647,55105.064,-0.0375129
1,61.2745,412,1448,0,0,76725.524,0.0672687
0.865922,44.6429,455,2159,0,0.0647059,98875.595,0.14103
1,65.9631,448,1525,0,0,84856.576,-0.0379635
1,60.1323,411,1192,0,0,64793.739,0.0917939
1,75.0188,422,1111,0,0,72155.67,-0.0636716
0.964706,49.8504,424,2067,0,0.0529412,97942.304,0.0283542
1,38.1971,425,2314,5.22904,0.237569,93524.225,0.117233
1,71.3267,441,1047,9.45559,0.171875,136316.187,-0.185935
1,65.0618,530,2029,0,0,95657.05,-0.138506
0.88,34.638,428,2940,3.84354,0.153439,86743.616,0.244533
0.964912,64.3915,391,817,0,0,96966.045,-0.0591217
1,54.1419,448,1543,0,0,67741.632,0.103188
0.937931,71.3776,428,1427,0,0,100393.392,0.025439
0.93,62.9723,487,2046,0,0,106082.723,0.00359398
1,70.6714,393,1431,0,0.0266667,90237.516,0.00867902
0.932432,52.6593,368,1684,2.90974,0.168919,103297.968,-0.0221461
1,84.4595,403,1126,0,0,72261.124,0.0285077
0.87931,85.3971,359,935,0,0,102685.847,-0.0415407
1,73.2064,400,1690,0,0,95570.8,0.0852144
0.972973,70.1754,443,1480,0,0,104081.078,-0.0765184
0.95279,46.4037,409,2971,8.51565,0.230047,138461.633,-0.112445
1,49.2126,411,1700,0,0,89447.985,0.145965
1,44.8229,433,2083,7.58521,0.182432,134036.449,0.0515496
0.896104,34.4234,382,1481,4.72654,0.280822,85113.038,0.136829
1,52.9381,516,1355,0,0,167596.8,-0.152663
1,48.5909,419,1636,0,0,85470.553,0.0424673
1,69.8812,363,1373,0,0,100626.504,-0.00476123
0.978448,39.8089,510,2526,0,0,192337.83,-0.0297488
1,55.6174,367,1684,0,0,54495.096,0.114656
1,62.6566,453,1538,0,0,95534.529,0.029978
1,50.9424,429,1946,0,0,71929.572,0.0806922
1,64.5995,413,1337,0,0,80402.014,-0.0116204
1,68.0735,403,1223,0,0,89937.51,0.0592057
1,45.977,496,2412,0,0,105211.024,-0.0729094
0.678571,33.8409,292,2052,16.0331,0.442857,51417.112,0.0311157
0.982857,71.7875,323,1619,5.49722,0.0479452,59999.834,0.052929
1,38.61,332,1879,5.21554,0.263158,78579.752,0.13721
1,55.6483,440,1758,0,0,70304.96,0.0824638
0.938272,50.3271,408,2067,3.87034,0.225806,86611.872,0.0857686
1,77.4593,364,1539,0,0,77708.54,-0.00836247
1,58.1395,398,1368,0,0,96998.172,0.0025831
0.976744,49.9002,430,1986,5.99194,0.12234,140653.86,-0.0415586
0.780374,41.9111,442,2453,1.79372,0.0473684,97229.834,0.102503
1,131.234,287,695,0,0.029703,101560.116,-0.0480318
0.924528,47.1032,398,2071,5.1183,0.188312,58850.27,0.0258471
0.794118,45.977,343,1942,0,0.125,99118.768,0.204254
1,58.3431,370,1730,0,0,97637.82,0.173896
1,48.9716,404,1745,0,0.02,134460.492,0.0841181
1,43.5161,413,1793,0,0.0657895,63450.842,0.067525
1,87.7193,392,1295,0,0.0451613,95045.888,0.0278499
1,69.6864,485,1619,2.96479,0.0784314,105386.135,-0.0141974
1,41.8235,466,3281,0,0,157958.156,0.0647341
1,59.6659,497,774,0,0,96330.528,-0.0386658
1,50.1253,423,1846,0,0,94219.866,-0.0149108
1,53.0504,390,1617,0,0.0985915,95718.87,0.0152913
0.979866,48.8998,364,1866,0,0.0559441,65835.952,0.235714
0.887931,23.753,479,3165,6.91943,0.33,112237.843,0.195833
1,38.835,413,2189,0,0,51897.58,0.259124
1,44.2087,492,1430,0,0,82152.192,0.0798955
0.972,36.1925,528,3540,5.19774,0.169643,197539.584,0.162104
1,53.3049,556,1863,0,0,170458.48,-0.0119419
1,51.573,593,935,0,0,154385.178,0.00671584
0.986667,49.9251,416,2223,5.03824,0.103261,89893.024,0.0474069
1,55.5247,559,1973,0,0,161877.456,-0.0296916
1,67.6133,509,1373,0,0,98695.1,0.0451904
1,48.4966,392,1703,0,0.0662252,94660.16,0.0740704
1,48.216,477,2395,0,0.0154639,188983.584,-0.0936735
1,55.1572,564,2119,0,0,196710.792,-0.0356702
0.835526,46.2321,538,1814,0,0.00694444,167181.348,0.158359
0.923858,46.4468,542,2178,3.0303,0.0718232,185986.758,0.0181453
1,59.8444,462,1151,0,0,144387.474,-0.0881686
1,50.2765,555,1618,0,0,189925.995,-0.0233036
1,44.0335,515,2119,3.02029,0.116279,195333.32,-0.0415644
1,63.8978,449,1648,0,0,75836.1,-0.173958
0.927461,49.6771,416,2747,0,0,100404.096,-0.000471183
1,72.7273,489,1848,0,0,161403.252,-0.114619
1,73.5294,415,2120,4.48113,0.204545,105487.605,-0.164768
1,69.2042,525,1764,0,0,178597.65,-0.0838241
1,35.6125,657,3526,0,0,138624.372,0.0453941
1,52.3013,577,3148,1.49301,0.0733945,112359.21,-0.160137
1,42.7899,482,2871,0,0.0145631,167207.728,0.10155
1,35.5619,506,2897,0,0,191437.51,0.137876
1,77.821,497,1708,0,0,175952.413,0.0255936
1,36.2319,591,2363,3.04697,0.0971429,197022.261,0.000864117
0.846154,52.5486,545,2980,7.61745,0.0454545,146537.965,-0.000541402
1,42.9185,594,1926,0,0,154059.84,0.0237336
0.989796,44.1891,503,2270,0,0.0777202,111996.974,0.131148
1,51.6262,435,1236,0,0.0227273,89347.695,0.0531371
0.82906,31.0752,465,2571,11.5908,0.268041,97050.615,0.158891
1,52.2739,453,1315,0,0.0403226,102173.697,0.197327
1,89.6057,442,810,0,0,151475.168,-0.0347007
0.933673,30.5344,472,2704,3.14349,0.290503,126978.384,0.277205
1,68.306,378,789,0,0,92465.982,0.0662526
1,34.0252,490,2423,1.81593,0.0958084,168432.6,-0.0221228
1,41.0341,902,3898,3.18112,0.0809717,291443.416,-0.0563465
0.824034,32.5839,493,3768,17.2505,0.324201,122739.745,0.118533
1,53.3903,410,1473,0,0.0363636,51710.84,0.098927
0.906077,39.557,407,2571,2.99494,0.141176,82507.04,0.233749
1,87.7193,435,1809,2.48756,0.0617978,54986.175,-0.0207297
0.958159,23.3754,489,3404,6.0517,0.287805,107842.593,0.193846
0.768212,39.9042,352,1742,8.95522,0.313869,95582.432,0.234285
0.877119,42.517,457,2734,14.4843,0.138298,145730.902,-0.156456
0.924419,54.0833,257,2186,0,0.0180723,89571.182,0.0119977
1,90.5797,456,1015,0,0,50841.72,-0.0995707
1,32.1958,499,3037,6.51959,0.240642,93144.338,0.152674
0.638655,22.3814,408,3705,18.4345,0.325,101287.632,0.266808
0.773973,26.7023,585,5229,2.48614,0.118881,120012.75,0.159757
0.804511,43.1593,483,2049,18.0088,0.0265957,172587.492,0.181114
1,58.309,506,2133,0,0,207880.486,-0.0925384
0.955,27.4574,428,3262,0,0.0406091,99307.128,0.34644
1,51.7063,441,1876,0,0,79275.042,-0.029971
0.81875,44.0141,404,1764,0,0,98697.2,0.290697
0.45614,9.94135,566,6077,16.1757,0.37415,182283.13,0.149851
1,79.1139,442,761,0,0,112059.818,-0.0884815
1,44.7027,409,906,0,0,113525.312,-0.0829003
0.0126582,7.65287,405,3917,29.3592,0.587209,151576.515,0.135554
0.379182,17.31,533,4321,12.1731,0.236967,142894.102,0.321649
1,64.7249,355,1503,0,0,86529.83,0.0106864
1,38.5356,414,1809,0,0,96747.246,0.0170883
0.81893,19.7941,395,3727,10.4642,0.271493,76943.63,0.284627
0.691489,15.9008,289,2525,15.2079,0.293333,125575.124,0.0840289
0.507519,8.1281,380,4394,4.07374,0.34252,89556.88,0.233941
0.977578,39.9361,613,3185,6.15385,0.207071,170614.451,0.137597
0.600877,23.596,569,3102,12.1857,0.233831,182147.711,0.135669
1,34.0483,456,2767,2.85508,0.205,127120.488,0.187386
0.851852,26.3644,513,3620,5.82873,0.229268,129643.821,0.321539
0.520161,21.4915,448,3245,20.6163,0.318436,191276.288,0.273921
0.64881,21.8245,410,2400,6.5,0.287425,94913.77,0.161572
1,38.0518,433,2044,0,0,173167.958,0.138526
0.731132,26.9469,416,2525,12.8317,0.223464,195662.272,0.104587
1,61.6523,514,1923,0,0,126486.662,-0.015264
1,50.7099,503,1827,0,0,124014.65,-0.0242684
1,34.7705,555,2105,2.4228,0.0931677,216292.38,-0.00256357
1,70.028,520,2272,0,0,122617.04,-0.0458982
0.75,29.163,536,3579,11.9028,0.25,200065.216,0.118859
1,49.2368,555,1661,0,0,215647.47,-0.111244
0.60686,16.5948,559,4798,18.0283,0.357895,122360.069,0.0671192
1,47.0367,546,2901,4.51568,0.125,162616.272,0.155952
0.64684,9.48317,896,13924,27.7363,0.32816,402075.52,0.0940974
1,32.0102,575,2548,0,0.00510204,222051.775,0.0174515
0.873096,28.1215,601,2469,4.65776,0.137143,184738.986,0.141393
1,42.517,507,2712,0,0,163398.495,0.0559879
0.884259,33.0142,531,2345,2.72921,0.0366492,105519.789,0.21021
0.961722,35.0385,536,2740,0,0.00492611,159829.304,0.138546
0.36,15.9541,613,4944,19.3366,0.307692,110332.644,0.035808
0.631841,38.3436,534,2369,18.7843,0.295858,152143.008,0.0224198
0.407895,19.7981,384,3274,11.9731,0.53886,62432.256,0.347822
0.8,48.3092,389,1409,0,0,87567.012,0.138389
0.201794,11.2537,352,3372,20.1661,0.517045,101482.304,0.19769
0.519313,24.05,386,3765,19.7344,0.636842,103267.738,0.361565
0.497436,15.6715,371,2242,8.60839,0.365269,72324.224,0.254517
0.301508,11.0011,391,3143,18.8037,0.39645,106317.592,0.167279
0.536122,8.52733,418,3077,8.51479,0.26484,54080.84,0.255794
0,5.50843,269,2343,11.0115,0.473054,83911.86,0.348075
0,6.03245,382,2556,22.1049,0.43949,100867.1,0.271142
0.36036,10.7446,434,3212,17.7771,0.582353,180830.874,0.111646
0.439834,18.5117,471,2381,8.94582,0.147436,170739.384,0.0285692
0.824121,27.7701,401,2260,11.8142,0.305732,78569.133,0.0860533
1,45.5789,541,2702,0,0,198047.657,0.106698
1,40.95,398,1680,0,0,119120.604,0.179012
0.743333,29.5508,531,4558,24.989,0.364662,159849.054,0.129668
0.641026,30.7882,319,363,0,0.2,530608.65,0.0326027
0.860558,30.7692,543,3528,9.5805,0.296804,120887.547,0.163841
0.561321,19.1388,399,3161,11.1041,0.251282,111126.288,0.263229
0.235043,16.3425,453,3514,15.0541,0.594737,117847.497,0.311385
0.758065,10.8307,507,2314,12.6188,0.236686,91709.202,0.287302
0.810573,18.1917,535,3397,13.3647,0.379679,145614.16,0.206265
0.405594,11.0963,514,4286,19.482,0.61194,195174.024,0.171885
1,49.6771,539,2131,0,0,84708.701,0.0515955
0.25256,17.6585,494,4284,18.1139,0.530516,201936.826,0.301459
1,67.1141,436,2009,10.3534,0.137143,88699.404,0.0145891
1,45.2694,633,1607,0,0.0696203,99769.662,0.241757
0,9.72952,263,795,0,0,301216.53,0.0932956
0.654762,18.2648,520,3630,9.91736,0.344538,129829.44,0.338466
0.916667,39.9202,580,2994,5.91182,0.109589,181084.7,0.0180321
0.35,16.8011,396,2427,12.1961,0.275281,125248.86,0.232145
0,5.04286,375,4758,32.5557,0.719212,136515.75,0.498451
0.084,12.3916,358,3225,37.4884,0.6625,146689.068,0.308534
0.182609,9.77613,383,4396,26.3876,0.761905,119187.302,0.351035
0.114391,5.73066,431,4156,28.2724,0.541872,83684.253,0.363639
0,5.55864,376,2171,12.2985,0.335766,136128.92,0.214167
0.252252,11.8638,341,3634,17.9692,0.484375,103480.542,0.33642
0,4.3827,398,3136,27.9974,0.626437,112108.64,0.333317
0.345833,14.8655,469,3727,8.69332,0.35122,117283.299,0.32724
0,4.09819,347,3916,27.1195,0.435146,164645.948,0.418771
0.04,5.81226,384,2346,12.532,0.432258,107887.488,0.345789
0.92823,44.2674,506,2400,0,0.0384615,66260.194,0.146597
1,72.6216,437,3050,0,0,105341.035,0.00713014
1,55.991,442,1438,0,0,111948.434,-0.0611431
1,53.6769,455,1884,0,0,149651.32,-0.0144951
